Application,Duration
Activity Tracker - Google Chrome,10.10759425163269
● index.php - focus_tracker - Visual Studio Code,1.0024335384368896
index.php - focus_tracker - Visual Studio Code,1.0122864246368408
Chart Apex Implementation - Google Chrome,2.0308265686035156
ChatGPT - Google Chrome,1.0146691799163818
Activity Tracker - Google Chrome,10.088528633117676
Chart Apex Implementation - Google Chrome,53.46952271461487
Anori - Google Chrome,1.0044589042663574
localhost - Google Chrome,2.017967939376831
index.php - focus_tracker - Visual Studio Code,2.0210564136505127
Index of / - Google Chrome,1.013902187347412
Chart Apex Implementation - Google Chrome,14.148412704467773
Task Switching,1.0101397037506104
index.php - focus_tracker - Visual Studio Code,2.018820285797119
Chart Apex Implementation - Google Chrome,1.015263319015503
Activity Tracker - Google Chrome,6.0553741455078125
index.php - focus_tracker - Visual Studio Code,1.0211830139160156
Chart Apex Implementation - Google Chrome,4.026519536972046
ChatGPT - Google Chrome,8.059095859527588
PHP DataTables Script Summary - Google Chrome,4.030017852783203
ChatGPT - Google Chrome,1.0095126628875732
PHP DataTables Pagination - Google Chrome,3.0369818210601807
ChatGPT - Google Chrome,1.0073270797729492
Save Batch Data - Google Chrome,3.0331573486328125
ChatGPT - Google Chrome,2.016500234603882
New chat - Google Chrome,2.0164101123809814
ChatGPT - Google Chrome,1.0060439109802246
Fix DataTables Pagination - Google Chrome,3.0338778495788574
PHP DataTables Script Summary - Google Chrome,2.013434648513794
ChatGPT - Google Chrome,1.0134365558624268
New chat - Google Chrome,5.034801006317139
ChatGPT - Google Chrome,3.017275333404541
PHP Pagination Implementation - Google Chrome,2.0244240760803223
index.php - focus_tracker - Visual Studio Code,1.0437979698181152
Visual Studio Code,5.038849830627441
Welcome - Visual Studio Code,2.027878761291504
Activity Tracker - Google Chrome,1.0134491920471191
Index of / - Google Chrome,1.011425495147705
Activity Tracker - Google Chrome,7.059025287628174
Index of / - Google Chrome,2.0163094997406006
invoice.php - BareshaNetwork_v3.2 - Visual Studio Code,1.0122849941253662
Visual Studio Code,4.045656442642212
PHP Pagination Implementation - Google Chrome,2.0084054470062256
Material-UI & Tailwind Integration - Google Chrome,1.0065231323242188
Task Switching,2.0126585960388184
Material-UI & Tailwind Integration - Google Chrome,1.015148401260376
Welcome - Visual Studio Code,1.011664867401123
index.php - focus_tracker - Visual Studio Code,20.166484594345093
Material-UI & Tailwind Integration - Google Chrome,5.123037338256836
ChatGPT - Google Chrome,3.0404980182647705
focus - Shortcut - C:\xampp\htdocs\focus_tracker\focus.bat,1.0056252479553223
ChatGPT - Google Chrome,1.0046896934509277
invoice.php - BareshaNetwork_v3.2 - Visual Studio Code,2.0164923667907715
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,1.0179600715637207
ChatGPT - Google Chrome,1.0109853744506836
Index of / - Google Chrome,1.0186448097229004
localhost/BareshaNetwork_v3.2/ - Google Chrome,1.0156505107879639
BareshaNetwork - 2023 - Google Chrome,5.048274040222168
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,4.040234088897705
BareshaNetwork - 2023 - Google Chrome,1.0198097229003906
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,8.11490273475647
header.php - BareshaNetwork_v3.2 - Visual Studio Code,33.36474084854126
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,2.0354650020599365
BareshaNetwork - 2023 - Google Chrome,1.0131030082702637
Activity Tracker - Google Chrome,1.0146849155426025
Baresha Network – Todoist - Google Chrome,41.38093376159668
Activity Tracker - Google Chrome,3.030947208404541
Task Switching,1.0025463104248047
Task Switching,1.018502950668335
index.php - focus_tracker - Visual Studio Code,1.0141563415527344
ChatGPT - Google Chrome,29.238515615463257
Task Switching,1.0174009799957275
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,2.0074658393859863
Task Switching,1.0180778503417969
index.php - focus_tracker - Visual Studio Code,4.047398090362549
● index.php - focus_tracker - Visual Studio Code,1.0237610340118408
Task Switching,3.0401341915130615
Activity Tracker - Google Chrome,7.08122444152832
Task Switching,1.0172593593597412
index.php - focus_tracker - Visual Studio Code,2.015225887298584
ChatGPT - Google Chrome,13.09462022781372
Activity Tracker - Google Chrome,4.051694869995117
ChatGPT - Google Chrome,11.121773719787598
Task Switching,2.024869680404663
index.php - focus_tracker - Visual Studio Code,1.016519546508789
● index.php - focus_tracker - Visual Studio Code,1.0062875747680664
index.php - focus_tracker - Visual Studio Code,1.0067100524902344
ChatGPT - Google Chrome,2.021176815032959
index.php - focus_tracker - Visual Studio Code,3.0346615314483643
● index.php - focus_tracker - Visual Studio Code,1.0037345886230469
index.php - focus_tracker - Visual Studio Code,2.0205318927764893
● index.php - focus_tracker - Visual Studio Code,3.015395164489746
ChatGPT - Google Chrome,1.0143804550170898
Activity Tracker - Google Chrome,8.087494611740112
ChatGPT - Google Chrome,22.240339994430542
index.php - focus_tracker - Visual Studio Code,1.0065159797668457
ChatGPT - Google Chrome,9.093966245651245
Task Switching,1.0060982704162598
● index.php - focus_tracker - Visual Studio Code,3.039389133453369
index.php - focus_tracker - Visual Studio Code,4.051446437835693
● index.php - focus_tracker - Visual Studio Code,1.0087676048278809
index.php - focus_tracker - Visual Studio Code,1.0223398208618164
● index.php - focus_tracker - Visual Studio Code,1.0045108795166016
ChatGPT - Google Chrome,5.036215543746948
index.php - focus_tracker - Visual Studio Code,4.042175531387329
Activity Tracker - Google Chrome,5.043737411499023
Task Switching,1.0225086212158203
Activity Tracker - Google Chrome,2.0317208766937256
index.php - focus_tracker - Visual Studio Code,3.031414270401001
● index.php - focus_tracker - Visual Studio Code,1.013916254043579
index.php - focus_tracker - Visual Studio Code,1.0186100006103516
● index.php - focus_tracker - Visual Studio Code,1.0153734683990479
Activity Tracker - Google Chrome,8.083128213882446
ChatGPT - Google Chrome,16.21086883544922
Task Switching,1.0065388679504395
ChatGPT - Google Chrome,2.0084714889526367
index.php - focus_tracker - Visual Studio Code,5.053540945053101
ChatGPT - Google Chrome,1.0161173343658447
index.php - focus_tracker - Visual Studio Code,4.062040328979492
● index.php - focus_tracker - Visual Studio Code,1.0081593990325928
Activity Tracker - Google Chrome,19.195834398269653
Task Switching,1.0163426399230957
Untitled - Google Chrome,1.0046837329864502
Anori new tab - Google Chrome,7.074159383773804
google.com/search?q=Chart+js+limit&oq=Chart+js+limit+&gs_lcrp=EgZjaHJvbWUyBggAEEUYOTIHCAEQABiABDIHCAIQABiABDIHCAMQABiABDIICAQQABgWGB4yCAgFEAAYFhgeMggIBhAAGBYYHjIICAcQABgWGB4yCAgIEAAYFhgeMggICRAAGBYYHtIBCDQ0MTRqMGoxqAIAsAIA&sourceid=chrome&ie=UTF-8 - Google Chrome,2.029142141342163
Chart js limit - Google Search - Google Chrome,5.038872718811035
javascript - Limit labels number on Chart.js line chart - Stack Overflow - Google Chrome,1.0108885765075684
chartjs.org/docs/latest/axes/cartesian/linear.html - Google Chrome,1.0184049606323242
javascript - Limit labels number on Chart.js line chart - Stack Overflow - Google Chrome,34.334665298461914
Task Switching,1.004776954650879
index.php - focus_tracker - Visual Studio Code,4.041297912597656
● index.php - focus_tracker - Visual Studio Code,2.0248773097991943
javascript - Limit labels number on Chart.js line chart - Stack Overflow - Google Chrome,4.031403064727783
● index.php - focus_tracker - Visual Studio Code,1.0094149112701416
javascript - Limit labels number on Chart.js line chart - Stack Overflow - Google Chrome,1.017103910446167
Activity Tracker - Google Chrome,11.096662521362305
index.php - focus_tracker - Visual Studio Code,2.0318589210510254
Activity Tracker - Google Chrome,3.0495381355285645
index.php - focus_tracker - Visual Studio Code,1.0128836631774902
● index.php - focus_tracker - Visual Studio Code,1.0111536979675293
Activity Tracker - Google Chrome,2.036611318588257
index.php - focus_tracker - Visual Studio Code,9.09123182296753
ChatGPT - Google Chrome,18.184762001037598
Task Switching,1.0074048042297363
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,1.0234453678131104
Task Switching,1.026280164718628
index.php - focus_tracker - Visual Studio Code,3.0471348762512207
● index.php - focus_tracker - Visual Studio Code,1.0040583610534668
Task Switching,2.0176594257354736
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,1.0058717727661133
ChatGPT - Google Chrome,1.0104858875274658
Activity Tracker - Google Chrome,11.135092973709106
index.php - focus_tracker - Visual Studio Code,4.019920825958252
Activity Tracker - Google Chrome,5.050774097442627
index.php - focus_tracker - Visual Studio Code,1.002718448638916
Activity Tracker - Google Chrome,2.004657506942749
index.php - focus_tracker - Visual Studio Code,2.0190889835357666
Activity Tracker - Google Chrome,2.0256941318511963
Task Switching,2.0290281772613525
index.php - focus_tracker - Visual Studio Code,13.128601312637329
ChatGPT - Google Chrome,15.0997896194458
Task Switching,1.0146455764770508
index.php - focus_tracker - Visual Studio Code,2.0227243900299072
● index.php - focus_tracker - Visual Studio Code,1.0226447582244873
Activity Tracker - Google Chrome,7.054398775100708
Chart js limit - Google Search - Google Chrome,3.03090238571167
Activity Tracker - Google Chrome,27.33657217025757
Linear Axis | Chart.js - Google Chrome,1.0185730457305908
javascript - Limit labels number on Chart.js line chart - Stack Overflow - Google Chrome,1.0047175884246826
ChatGPT - Google Chrome,1.0058255195617676
Baresha Network – Todoist - Google Chrome,1.002103567123413
ChatGPT - Google Chrome,11.12094259262085
index.php - focus_tracker - Visual Studio Code,2.0328235626220703
kycu_1.php - BareshaNetwork_v3.2 - Visual Studio Code,4.05084228515625
Visual Studio Code,1.0036804676055908
WhatsApp,1.0030994415283203
Visual Studio Code,1.0029194355010986
Welcome - Visual Studio Code,2.0189597606658936
index.php - focus_tracker - Visual Studio Code,8.0545334815979
Visual Studio Code,1.0045645236968994
index.php - focus_tracker - Visual Studio Code,12.115621566772461
.gitignore - focus_tracker - Visual Studio Code,2.0318050384521484
● .gitignore - focus_tracker - Visual Studio Code,13.12200117111206
focus_tracker,3.0450267791748047
.gitignore - focus_tracker - Visual Studio Code,2.018993854522705
index.php - focus_tracker - Visual Studio Code,4.061126708984375
.gitignore - focus_tracker - Visual Studio Code,1.0113074779510498
● .gitignore - focus_tracker - Visual Studio Code,2.0208797454833984
